City,Type,Category,Sub-Category,Amount
Angels,Expenditure,Health,Solid Waste,
Angels,Expenditure,Health,Sewers,2607573
Angels,Expenditure,Health,Cemeteries,
Angels,Expenditure,Health,Other,
Angels,Expenditure,Culture and Leisure,Parks and Recreation,434847
Angels,Expenditure,Culture and Leisure,Marinas and Wharfs,
Angels,Expenditure,Culture and Leisure,Libraries,
Angels,Expenditure,Culture and Leisure,Museums,
Angels,Expenditure,Culture and Leisure,Golf Courses,
Angels,Expenditure,Culture and Leisure,Sports Arenas and Stadiums,
Angels,Expenditure,Culture and Leisure,Community Center and Auditoriums,
Angels,Expenditure,Culture and Leisure,Other,
Angels,Expenditure,Public Utilities,Water,1856942
Angels,Expenditure,Public Utilities,Gas,
Angels,Expenditure,Public Utilities,Electric,
Angels,Expenditure,Public Utilities,Other,
Angels,Expenditure,Public Utilities,Other,
Angels,Total Expenditures,Total Expenditures,Total Expenditures,8808919
Antioch,Expenditure,General Government,Legislative,1404799
Antioch,Expenditure,General Government,Management and Support,2114477
Antioch,Expenditure,Public Safety,Police,30348975
Antioch,Expenditure,Public Safety,Fire,
Antioch,Expenditure,Public Safety,Emergency Medical Services,
Antioch,Expenditure,Public Safety,Animal Regulation,886481
Antioch,Expenditure,Public Safety,Weed Abatement,
Antioch,Expenditure,Public Safety,Street Lighting,581574
Antioch,Expenditure,Public Safety,Disaster Preparedness,15006
Antioch,Expenditure,Public Safety,Other,
Antioch,Expenditure,Transportation,"Streets, Highways, and Storm Drains",5512435
Antioch,Expenditure,Transportation,Street Trees and Landscaping,2438375
Antioch,Expenditure,Transportation,Parking Facilities,
Antioch,Expenditure,Transportation,Public Transit,
Antioch,Expenditure,Transportation,Airports,
Antioch,Expenditure,Transportation,Ports and Harbors,
Antioch,Expenditure,Transportation,Other,
Antioch,Expenditure,Community Development,Planning,1009225
Antioch,Expenditure,Community Development,Construction and Engineering Regulation Enforcement,
Antioch,Expenditure,Community Development,Construction and Engineering Regulation Enforcement,4111597
Antioch,Expenditure,Community Development,Redevelopment,
Antioch,Expenditure,Community Development,Housing,
Antioch,Expenditure,Community Development,Employment,
Antioch,Expenditure,Community Development,Community Promotion,2790490
Antioch,Expenditure,Community Development,Other,7103763
Antioch,Expenditure,Health,Physical and Mental Health,
Antioch,Expenditure,Health,Hospitals and Sanitariums,
Antioch,Expenditure,Health,Solid Waste,
Antioch,Expenditure,Health,Sewers,1898817
Antioch,Expenditure,Health,Cemeteries,
Antioch,Expenditure,Health,Other,
Antioch,Expenditure,Culture and Leisure,Parks and Recreation,7780015
Antioch,Expenditure,Culture and Leisure,Marinas and Wharfs,
Antioch,Expenditure,Culture and Leisure,Libraries,
Antioch,Expenditure,Culture and Leisure,Museums,
Antioch,Expenditure,Culture and Leisure,Golf Courses,
Antioch,Expenditure,Culture and Leisure,Sports Arenas and Stadiums,1703584
Antioch,Expenditure,Culture and Leisure,Community Center and Auditoriums,
Antioch,Expenditure,Culture and Leisure,Other,
Antioch,Expenditure,Public Utilities,Water,19942872
Antioch,Expenditure,Public Utilities,Gas,
Antioch,Expenditure,Public Utilities,Electric,
Antioch,Expenditure,Public Utilities,Other,
Antioch,Expenditure,Public Utilities,Other,
Antioch,Total Expenditures,Total Expenditures,Total Expenditures,89642485
Apple Valley,Expenditure,General Government,Legislative,246485
Apple Valley,Expenditure,General Government,Management and Support,10703204
Apple Valley,Expenditure,Public Safety,Police,10218377
Apple Valley,Expenditure,Public Safety,Fire,
Apple Valley,Expenditure,Public Safety,Emergency Medical Services,
Apple Valley,Expenditure,Public Safety,Animal Regulation,1448223
Apple Valley,Expenditure,Public Safety,Weed Abatement,
Apple Valley,Expenditure,Public Safety,Street Lighting,140340
Apple Valley,Expenditure,Public Safety,Disaster Preparedness,55220
Apple Valley,Expenditure,Public Safety,Other,
Apple Valley,Expenditure,Transportation,"Streets, Highways, and Storm Drains",11903869
Apple Valley,Expenditure,Transportation,Street Trees and Landscaping,
Apple Valley,Expenditure,Transportation,Parking Facilities,
Apple Valley,Expenditure,Transportation,Public Transit,158800
Apple Valley,Expenditure,Transportation,Airports,
Apple Valley,Expenditure,Transportation,Ports and Harbors,
Apple Valley,Expenditure,Transportation,Other,
Apple Valley,Expenditure,Community Development,Planning,1335494
Apple Valley,Expenditure,Community Development,Construction and Engineering Regulation Enforcement,
Apple Valley,Expenditure,Community Development,Construction and Engineering Regulation Enforcement,1237816
Apple Valley,Expenditure,Community Development,Redevelopment,
Apple Valley,Expenditure,Community Development,Housing,
Apple Valley,Expenditure,Community Development,Employment,
Apple Valley,Expenditure,Community Development,Community Promotion,
Apple Valley,Expenditure,Community Development,Other,2670108
Apple Valley,Expenditure,Health,Physical and Mental Health,
Apple Valley,Expenditure,Health,Hospitals and Sanitariums,
Apple Valley,Expenditure,Health,Solid Waste,7678328
Apple Valley,Expenditure,Health,Sewers,2342508
Apple Valley,Expenditure,Health,Cemeteries,
Apple Valley,Expenditure,Health,Other,
Apple Valley,Expenditure,Culture and Leisure,Parks and Recreation,3549506
Apple Valley,Expenditure,Culture and Leisure,Marinas and Wharfs,
Apple Valley,Expenditure,Culture and Leisure,Libraries,
Apple Valley,Expenditure,Culture and Leisure,Museums,
Apple Valley,Expenditure,Culture and Leisure,Golf Courses,533856
Apple Valley,Expenditure,Culture and Leisure,Sports Arenas and Stadiums,
Apple Valley,Expenditure,Culture and Leisure,Community Center and Auditoriums,
Apple Valley,Expenditure,Culture and Leisure,Other,
Apple Valley,Expenditure,Public Utilities,Water,
Apple Valley,Expenditure,Public Utilities,Gas,
Apple Valley,Expenditure,Public Utilities,Electric,
Apple Valley,Expenditure,Public Utilities,Other,
Apple Valley,Expenditure,Public Utilities,Other,
Apple Valley,Total Expenditures,Total Expenditures,Total Expenditures,54222134
Arcadia,Expenditure,General Government,Legislative,492306
Arcadia,Expenditure,General Government,Management and Support,8665612
Arcadia,Expenditure,Public Safety,Police,15518770
Arcadia,Expenditure,Public Safety,Fire,10281822
Arcadia,Expenditure,Public Safety,Emergency Medical Services,2457048
Arcadia,Expenditure,Public Safety,Animal Regulation,78779
Arcadia,Expenditure,Public Safety,Weed Abatement,
Arcadia,Expenditure,Public Safety,Street Lighting,872966
Arcadia,Expenditure,Public Safety,Disaster Preparedness,
Arcadia,Expenditure,Public Safety,Other,
Arcadia,Expenditure,Transportation,"Streets, Highways, and Storm Drains",4056090
Arcadia,Expenditure,Transportation,Street Trees and Landscaping,439164
Arcadia,Expenditure,Transportation,Parking Facilities,
Arcadia,Expenditure,Transportation,Public Transit,672434
Arcadia,Expenditure,Transportation,Airports,
Arcadia,Expenditure,Transportation,Ports and Harbors,
Arcadia,Expenditure,Transportation,Other,
Arcadia,Expenditure,Community Development,Planning,956956
Arcadia,Expenditure,Community Development,Construction and Engineering Regulation Enforcement,
Arcadia,Expenditure,Community Development,Construction and Engineering Regulation Enforcement,2086759
Arcadia,Expenditure,Community Development,Redevelopment,
Arcadia,Expenditure,Community Development,Housing,
Arcadia,Expenditure,Community Development,Employment,
Arcadia,Expenditure,Community Development,Community Promotion,
Arcadia,Expenditure,Community Development,Other,424051
Arcadia,Expenditure,Health,Physical and Mental Health,
Arcadia,Expenditure,Health,Hospitals and Sanitariums,
Arcadia,Expenditure,Health,Solid Waste,
Arcadia,Expenditure,Health,Sewers,1181752
Arcadia,Expenditure,Health,Cemeteries,
Arcadia,Expenditure,Health,Other,337462
Arcadia,Expenditure,Culture and Leisure,Parks and Recreation,2132564
Arcadia,Expenditure,Culture and Leisure,Marinas and Wharfs,
Arcadia,Expenditure,Culture and Leisure,Libraries,3252929
Arcadia,Expenditure,Culture and Leisure,Museums,154979
Arcadia,Expenditure,Culture and Leisure,Golf Courses,
Arcadia,Expenditure,Culture and Leisure,Sports Arenas and Stadiums,
Arcadia,Expenditure,Culture and Leisure,Community Center and Auditoriums,304158
Arcadia,Expenditure,Culture and Leisure,Other,
Arcadia,Expenditure,Public Utilities,Water,8187022
Arcadia,Expenditure,Public Utilities,Gas,
Arcadia,Expenditure,Public Utilities,Electric,
Arcadia,Expenditure,Public Utilities,Other,
Arcadia,Expenditure,Public Utilities,Other,
Arcadia,Total Expenditures,Total Expenditures,Total Expenditures,62553623
Arcata,Expenditure,General Government,Legislative,314120
Arcata,Expenditure,General Government,Management and Support,1338743
Arcata,Expenditure,Public Safety,Police,4402855
Arcata,Expenditure,Public Safety,Fire,
Arcata,Expenditure,Public Safety,Emergency Medical Services,
Arcata,Expenditure,Public Safety,Animal Regulation,42916
Arcata,Expenditure,Public Safety,Weed Abatement,
Arcata,Expenditure,Public Safety,Street Lighting,62458
Arcata,Expenditure,Public Safety,Disaster Preparedness,
Arcata,Expenditure,Public Safety,Other,
Arcata,Expenditure,Transportation,"Streets, Highways, and Storm Drains",2447853
Arcata,Expenditure,Transportation,Street Trees and Landscaping,
Arcata,Expenditure,Transportation,Parking Facilities,
Arcata,Expenditure,Transportation,Public Transit,1037040
Arcata,Expenditure,Transportation,Airports,
Arcata,Expenditure,Transportation,Ports and Harbors,
Arcata,Expenditure,Transportation,Other,
Arcata,Expenditure,Community Development,Planning,511418
Arcata,Expenditure,Community Development,Construction and Engineering Regulation Enforcement,
Arcata,Expenditure,Community Development,Construction and Engineering Regulation Enforcement,333202
Arcata,Expenditure,Community Development,Redevelopment,
Arcata,Expenditure,Community Development,Housing,3654165
Arcata,Expenditure,Community Development,Employment,
Arcata,Expenditure,Community Development,Community Promotion,
Arcata,Expenditure,Community Development,Other,
Arcata,Expenditure,Health,Physical and Mental Health,
Arcata,Expenditure,Health,Hospitals and Sanitariums,
Arcata,Expenditure,Health,Solid Waste,693424
Arcata,Expenditure,Health,Sewers,3286396
Arcata,Expenditure,Health,Cemeteries,
Arcata,Expenditure,Health,Other,
Arcata,Expenditure,Culture and Leisure,Parks and Recreation,2162261
Arcata,Expenditure,Culture and Leisure,Marinas and Wharfs,
Arcata,Expenditure,Culture and Leisure,Libraries,5313
Arcata,Expenditure,Culture and Leisure,Museums,
Arcata,Expenditure,Culture and Leisure,Golf Courses,
Arcata,Expenditure,Culture and Leisure,Sports Arenas and Stadiums,
Arcata,Expenditure,Culture and Leisure,Community Center and Auditoriums,
Arcata,Expenditure,Culture and Leisure,Other,
Arcata,Expenditure,Public Utilities,Water,2791199
Arcata,Expenditure,Public Utilities,Gas,
Arcata,Expenditure,Public Utilities,Electric,
Arcata,Expenditure,Public Utilities,Other,
Arcata,Expenditure,Public Utilities,Other,
Arcata,Total Expenditures,Total Expenditures,Total Expenditures,23083363
Arroyo Grande,Expenditure,General Government,Legislative,430595
Arroyo Grande,Expenditure,General Government,Management and Support,2645693
Arroyo Grande,Expenditure,Public Safety,Police,5649941
Arroyo Grande,Expenditure,Public Safety,Fire,1953611
Arroyo Grande,Expenditure,Public Safety,Emergency Medical Services,
Arroyo Grande,Expenditure,Public Safety,Animal Regulation,
Arroyo Grande,Expenditure,Public Safety,Weed Abatement,
Arroyo Grande,Expenditure,Public Safety,Street Lighting,186606
Arroyo Grande,Expenditure,Public Safety,Disaster Preparedness,
Arroyo Grande,Expenditure,Public Safety,Other,
Arroyo Grande,Expenditure,Transportation,"Streets, Highways, and Storm Drains",1172809
Arroyo Grande,Expenditure,Transportation,Street Trees and Landscaping,
Arroyo Grande,Expenditure,Transportation,Parking Facilities,4968
Arroyo Grande,Expenditure,Transportation,Public Transit,9633
Arroyo Grande,Expenditure,Transportation,Airports,
Arroyo Grande,Expenditure,Transportation,Ports and Harbors,
Arroyo Grande,Expenditure,Transportation,Other,
Arroyo Grande,Expenditure,Community Development,Planning,629449
Arroyo Grande,Expenditure,Community Development,Construction and Engineering Regulation Enforcement,
Arroyo Grande,Expenditure,Community Development,Construction and Engineering Regulation Enforcement,581524
Arroyo Grande,Expenditure,Community Development,Redevelopment,
Arroyo Grande,Expenditure,Community Development,Housing,
Arroyo Grande,Expenditure,Community Development,Employment,
Arroyo Grande,Expenditure,Community Development,Community Promotion,
Arroyo Grande,Expenditure,Community Development,Other,
Arroyo Grande,Expenditure,Health,Physical and Mental Health,
Arroyo Grande,Expenditure,Health,Hospitals and Sanitariums,
Arroyo Grande,Expenditure,Health,Solid Waste,
Arroyo Grande,Expenditure,Health,Sewers,242580
Arroyo Grande,Expenditure,Health,Cemeteries,
Arroyo Grande,Expenditure,Health,Other,
Arroyo Grande,Expenditure,Culture and Leisure,Parks and Recreation,1947878
Arroyo Grande,Expenditure,Culture and Leisure,Marinas and Wharfs,
Arroyo Grande,Expenditure,Culture and Leisure,Libraries,
Arroyo Grande,Expenditure,Culture and Leisure,Museums,
Arroyo Grande,Expenditure,Culture and Leisure,Golf Courses,
Arroyo Grande,Expenditure,Culture and Leisure,Sports Arenas and Stadiums,
Arroyo Grande,Expenditure,Culture and Leisure,Community Center and Auditoriums,
Arroyo Grande,Expenditure,Culture and Leisure,Other,
Arroyo Grande,Expenditure,Public Utilities,Water,4033841
Arroyo Grande,Expenditure,Public Utilities,Gas,
Arroyo Grande,Expenditure,Public Utilities,Electric,
Arroyo Grande,Expenditure,Public Utilities,Other,
Arroyo Grande,Expenditure,Public Utilities,Other,
Arroyo Grande,Total Expenditures,Total Expenditures,Total Expenditures,19489128
Artesia,Expenditure,General Government,Legislative,390556
Artesia,Expenditure,General Government,Management and Support,1897786
Artesia,Expenditure,Public Safety,Police,2884708
Artesia,Expenditure,Public Safety,Fire,
Artesia,Expenditure,Public Safety,Emergency Medical Services,
Artesia,Expenditure,Public Safety,Animal Regulation,
Artesia,Expenditure,Public Safety,Weed Abatement,
Artesia,Expenditure,Public Safety,Street Lighting,166026
Artesia,Expenditure,Public Safety,Disaster Preparedness,
Artesia,Expenditure,Public Safety,Other,
Artesia,Expenditure,Transportation,"Streets, Highways, and Storm Drains",1383426
Artesia,Expenditure,Transportation,Street Trees and Landscaping,
Artesia,Expenditure,Transportation,Parking Facilities,
